Zone_ID,Hour_of_Day,Day_of_Week,Weather_Condition,Package_Type,Package_Weight_Kg,Is_Express,Is_Medical,Package_Volume_Demand,Traffic_Delay_Minutes
Zone_3,19,1,Overcast,Express,7.68,1,0,32,23.1
Zone_10,12,4,Clear,Express,2.9,1,0,76,20.0
Zone_1,21,3,Clear,Standard,4.09,0,0,23,15.5
Zone_2,18,2,Clear,Standard,15.76,0,0,60,25.5
Zone_7,19,1,Foggy,Standard,21.41,0,0,49,69.6
Zone_10,20,1,Overcast,Express,14.66,1,0,59,42.5
Zone_2,23,5,Clear,Express,9.52,1,0,17,11.2
Zone_6,8,0,Overcast,Standard,11.61,0,0,27,44.4
Zone_3,18,4,Overcast,Medical,19.46,0,1,55,42.0
Zone_4,18,0,Overcast,Standard,0.37,0,0,50,33.1
Zone_8,22,1,Overcast,Express,20.17,1,0,45,19.8
Zone_3,0,1,Foggy,Standard,6.69,0,0,29,27.5
Zone_10,16,6,Clear,Express,23.97,1,0,71,18.9
Zone_6,13,2,Foggy,Standard,8.22,0,0,64,34.5
Zone_1,11,0,Clear,Standard,4.63,0,0,41,34.9
Zone_7,1,0,Clear,Standard,24.3,0,0,28,11.4
Zone_8,21,6,Clear,Express,3.9,1,0,37,20.0
Zone_8,2,3,Clear,Standard,23.82,0,0,47,9.2
Zone_3,23,2,Clear,Standard,0.78,0,0,38,13.4
Zone_10,4,4,Clear,Standard,17.24,0,0,50,24.0
Zone_1,2,0,Clear,Standard,18.02,0,0,16,6.1
Zone_9,13,0,Rainy,Standard,8.18,0,0,59,25.2
Zone_6,23,4,Clear,Medical,1.96,0,1,45,12.3
Zone_9,23,2,Clear,Standard,3.79,0,0,52,21.5
Zone_7,17,0,Clear,Standard,22.79,0,0,58,40.3
Zone_1,4,4,Foggy,Express,1.62,1,0,32,29.6
Zone_1,2,6,Overcast,Standard,23.34,0,0,15,20.4
Zone_6,22,3,Clear,Standard,13.35,0,0,38,10.2
Zone_5,1,6,Overcast,Medical,23.16,0,1,25,26.1
Zone_9,8,0,Clear,Express,4.04,1,0,38,44.7
Zone_2,17,4,Clear,Express,12.18,1,0,53,19.7
Zone_8,1,1,Clear,Standard,14.32,0,0,49,13.7
Zone_5,21,0,Clear,Standard,9.52,0,0,29,23.3
Zone_2,18,3,Clear,Standard,22.16,0,0,59,39.6
Zone_10,2,4,Rainy,Express,5.97,1,0,57,36.1
Zone_6,17,6,Clear,Standard,22.67,0,0,51,32.1
Zone_10,13,4,Clear,Standard,9.32,0,0,76,17.5
Zone_8,12,0,Clear,Medical,23.53,0,1,65,15.6
Zone_4,15,1,Foggy,Standard,4.3,0,0,59,34.6
Zone_2,20,4,Clear,Medical,5.2,0,1,26,32.4
Zone_5,10,4,Clear,Medical,7.87,0,1,68,32.0
Zone_2,20,6,Clear,Medical,20.76,0,1,13,41.2
Zone_2,22,1,Clear,Medical,6.8,0,1,26,14.8
Zone_6,23,3,Clear,Standard,8.48,0,0,44,13.1
Zone_10,23,0,Rainy,Standard,1.31,0,0,44,25.4
Zone_9,11,5,Clear,Express,4.85,1,0,61,33.6
Zone_4,2,0,Overcast,Medical,20.74,0,1,23,6.3
Zone_6,5,0,Clear,Express,15.69,1,0,33,11.1
Zone_7,15,2,Rainy,Standard,7.53,0,0,69,22.3
Zone_6,11,0,Clear,Standard,11.89,0,0,56,35.8
Zone_8,20,5,Clear,Medical,14.28,0,1,37,37.0
Zone_4,19,1,Clear,Standard,3.37,0,0,40,37.3
Zone_1,5,0,Clear,Standard,5.71,0,0,16,13.9
Zone_7,19,5,Clear,Standard,14.31,0,0,34,33.7
Zone_3,13,3,Clear,Express,15.89,1,0,58,9.8
Zone_6,23,2,Clear,Standard,11.84,0,0,38,12.1
Zone_2,8,1,Clear,Standard,24.26,0,0,31,41.4
Zone_9,16,1,Rainy,Standard,11.11,0,0,72,32.4
Zone_1,11,3,Clear,Standard,20.85,0,0,53,28.6
Zone_6,0,0,Clear,Standard,14.83,0,0,32,12.4
Zone_6,19,5,Clear,Express,24.9,1,0,34,26.5
Zone_5,21,2,Overcast,Standard,6.8,0,0,37,16.9
Zone_5,7,5,Foggy,Standard,14.75,0,0,28,42.9
Zone_1,11,6,Foggy,Standard,18.31,0,0,40,59.0
Zone_10,15,2,Clear,Standard,15.25,0,0,84,10.9
Zone_5,0,6,Overcast,Standard,1.63,0,0,28,15.7
Zone_2,2,2,Clear,Express,22.3,1,0,34,12.0
Zone_7,11,1,Clear,Standard,8.83,0,0,73,38.9
Zone_3,3,3,Clear,Express,14.15,1,0,38,3.7
Zone_4,9,1,Overcast,Standard,2.43,0,0,57,33.1
Zone_3,1,0,Overcast,Standard,0.57,0,0,20,8.7
Zone_3,8,6,Clear,Standard,19.47,0,0,25,28.4
Zone_4,2,4,Overcast,Standard,8.35,0,0,36,5.5
Zone_5,19,2,Clear,Standard,8.06,0,0,38,34.0
Zone_1,19,2,Overcast,Standard,6.55,0,0,25,40.4
Zone_4,0,2,Clear,Express,13.05,1,0,41,8.6
Zone_8,4,1,Rainy,Standard,10.26,0,0,46,25.0
Zone_10,4,2,Clear,Express,7.45,1,0,56,19.4
Zone_7,1,2,Clear,Standard,13.83,0,0,41,12.9
Zone_9,14,4,Clear,Express,19.25,1,0,73,13.4
Zone_5,0,3,Clear,Standard,20.94,0,0,39,16.7
Zone_10,20,6,Clear,Standard,22.8,0,0,40,32.4
Zone_4,4,0,Clear,Standard,21.84,0,0,19,14.4
Zone_8,6,5,Clear,Express,11.58,1,0,38,12.5
Zone_9,10,1,Clear,Standard,14.38,0,0,79,48.3
Zone_7,9,6,Clear,Medical,9.73,0,1,56,36.3
Zone_7,1,6,Clear,Medical,23.55,0,1,30,14.3
Zone_5,13,0,Rainy,Medical,18.62,0,1,47,32.5
Zone_4,23,3,Rainy,Express,11.73,1,0,39,23.6
Zone_10,20,0,Rainy,Standard,12.95,0,0,42,48.4
Zone_1,4,1,Clear,Express,14.01,1,0,23,11.5
Zone_10,15,6,Rainy,Standard,11.19,0,0,64,29.8
Zone_10,1,6,Rainy,Express,17.57,1,0,43,34.0
Zone_7,9,4,Rainy,Medical,1.55,0,1,71,51.5
Zone_1,17,0,Clear,Standard,15.78,0,0,43,48.4
Zone_1,4,3,Clear,Standard,8.02,0,0,24,8.5
Zone_5,16,1,Overcast,Express,7.31,1,0,64,27.2
Zone_9,10,3,Clear,Express,15.85,1,0,77,37.1
Zone_6,4,5,Clear,Standard,23.54,0,0,33,16.4
Zone_3,20,6,Clear,Standard,12.26,0,0,22,30.3
Zone_3,23,0,Rainy,Standard,21.4,0,0,17,24.3
Zone_7,5,1,Clear,Standard,24.47,0,0,50,13.7
Zone_6,21,0,Foggy,Express,11.13,1,0,31,32.6
Zone_9,15,5,Clear,Standard,8.53,0,0,66,10.0
Zone_6,4,2,Clear,Medical,23.17,0,1,42,9.5
Zone_5,20,1,Clear,Express,20.44,1,0,40,32.9
Zone_10,23,5,Clear,Express,8.64,1,0,44,21.2
Zone_7,15,0,Clear,Express,19.77,1,0,54,14.3
Zone_1,16,1,Clear,Standard,0.41,0,0,50,12.3
Zone_7,8,4,Overcast,Standard,1.49,0,0,41,35.4
Zone_3,21,6,Rainy,Standard,2.42,0,0,18,17.1
Zone_9,1,6,Clear,Standard,19.87,0,0,41,14.1
Zone_6,18,5,Clear,Medical,20.02,0,1,56,28.1
Zone_9,16,2,Clear,Standard,10.94,0,0,73,15.4
Zone_5,4,3,Clear,Standard,23.26,0,0,44,11.9
Zone_7,1,0,Rainy,Standard,7.47,0,0,32,26.4
Zone_4,10,3,Clear,Express,5.69,1,0,60,33.9
Zone_7,0,0,Clear,Standard,6.92,0,0,30,12.2
Zone_1,8,1,Clear,Standard,8.52,0,0,25,32.2
Zone_7,5,3,Clear,Express,16.07,1,0,42,13.5
Zone_8,10,2,Clear,Standard,11.11,0,0,77,37.5
Zone_5,7,0,Clear,Standard,12.68,0,0,24,20.6
Zone_2,12,3,Clear,Standard,5.09,0,0,55,17.3
Zone_5,11,0,Rainy,Express,24.39,1,0,55,47.1
Zone_6,8,4,Clear,Standard,22.54,0,0,43,30.8
Zone_2,14,4,Clear,Medical,22.83,0,1,59,11.2
Zone_6,4,3,Clear,Standard,14.11,0,0,39,17.5
Zone_6,14,4,Foggy,Standard,20.39,0,0,68,30.0
Zone_1,1,2,Overcast,Express,0.51,1,0,30,12.2
Zone_1,14,3,Rainy,Standard,14.32,0,0,48,24.7
Zone_10,19,1,Clear,Medical,11.77,0,1,57,48.5
Zone_3,2,3,Rainy,Standard,18.64,0,0,34,20.0
Zone_10,9,1,Clear,Express,21.27,1,0,78,44.1
Zone_10,6,4,Clear,Standard,19.89,0,0,53,18.0
Zone_3,9,3,Overcast,Standard,2.67,0,0,60,31.4
Zone_4,9,6,Rainy,Standard,13.45,0,0,52,47.9
Zone_2,7,2,Clear,Standard,2.66,0,0,30,10.5
Zone_9,12,4,Rainy,Standard,9.53,0,0,74,31.4
Zone_10,20,6,Clear,Standard,10.73,0,0,40,39.4
Zone_7,1,5,Clear,Medical,9.42,0,1,33,23.0
Zone_7,11,4,Clear,Standard,14.98,0,0,75,33.1
Zone_6,8,4,Clear,Standard,9.12,0,0,38,22.4
Zone_3,0,1,Clear,Standard,1.09,0,0,38,5.8
Zone_6,20,1,Clear,Medical,23.05,0,1,42,18.5
Zone_8,11,6,Overcast,Express,18.34,1,0,56,34.3
Zone_8,11,2,Clear,Standard,7.66,0,0,73,31.7
Zone_9,2,1,Rainy,Standard,19.23,0,0,56,27.6
Zone_1,23,6,Clear,Standard,11.84,0,0,19,9.6
Zone_1,7,5,Clear,Standard,15.11,0,0,14,17.0
Zone_3,12,6,Clear,Medical,9.93,0,1,41,11.8
Zone_3,16,6,Clear,Express,6.14,1,0,41,3.0
Zone_10,19,0,Rainy,Standard,9.6,0,0,37,58.8
Zone_8,9,0,Rainy,Standard,10.96,0,0,59,46.3
Zone_10,14,3,Foggy,Standard,0.61,0,0,83,40.0
Zone_1,23,5,Clear,Express,2.56,1,0,17,8.3
Zone_2,8,5,Foggy,Standard,6.95,0,0,15,55.0
Zone_2,17,5,Clear,Standard,8.64,0,0,44,36.6
Zone_3,7,6,Clear,Standard,1.95,0,0,19,11.8
Zone_6,13,4,Clear,Express,14.97,1,0,64,10.6
Zone_1,10,0,Clear,Medical,2.23,0,1,40,38.6
Zone_2,12,1,Clear,Express,6.01,1,0,56,17.2
Zone_1,15,2,Clear,Express,10.65,1,0,57,19.8
Zone_5,13,1,Clear,Standard,22.8,0,0,66,19.5
Zone_7,8,4,Clear,Standard,4.26,0,0,46,41.8
Zone_8,8,4,Clear,Standard,3.84,0,0,52,41.1
Zone_10,18,0,Clear,Standard,5.58,0,0,66,45.4
Zone_1,4,0,Foggy,Medical,4.29,0,1,15,36.0
Zone_7,14,1,Clear,Express,11.88,1,0,69,15.5
Zone_5,10,3,Clear,Standard,2.34,0,0,65,46.2
Zone_10,18,1,Clear,Standard,14.67,0,0,83,38.8
Zone_1,5,5,Rainy,Express,19.21,1,0,11,24.8
Zone_3,9,6,Clear,Standard,22.28,0,0,49,25.6
Zone_7,15,0,Overcast,Standard,2.3,0,0,54,17.9
Zone_10,4,5,Overcast,Standard,5.05,0,0,44,18.7
Zone_1,17,3,Clear,Standard,19.6,0,0,49,39.6
Zone_7,18,5,Rainy,Standard,22.71,0,0,53,46.1
Zone_5,22,3,Clear,Standard,7.98,0,0,35,21.3
Zone_1,9,0,Rainy,Medical,15.2,0,1,35,53.5
Zone_1,9,1,Clear,Medical,17.2,0,1,56,29.4
Zone_1,11,2,Clear,Express,13.24,1,0,55,29.7
Zone_9,20,0,Clear,Standard,12.53,0,0,38,39.1
Zone_3,2,1,Clear,Standard,10.83,0,0,37,12.5
Zone_5,3,2,Rainy,Standard,1.52,0,0,36,37.4
Zone_10,21,5,Rainy,Standard,21.64,0,0,44,31.5
Zone_9,23,4,Clear,Express,14.72,1,0,52,17.9
Zone_6,11,4,Clear,Express,4.36,1,0,71,35.7
Zone_9,6,4,Clear,Express,19.36,1,0,51,14.1
Zone_8,11,2,Clear,Medical,8.81,0,1,77,36.8
Zone_8,2,3,Clear,Standard,20.24,0,0,44,7.6
Zone_1,17,4,Clear,Standard,17.07,0,0,57,32.7
Zone_9,18,4,Clear,Express,6.99,1,0,75,38.1
Zone_6,4,3,Clear,Medical,14.53,0,1,47,10.6
Zone_9,13,2,Rainy,Standard,17.2,0,0,75,33.0
Zone_3,22,2,Clear,Standard,11.05,0,0,38,14.7
Zone_3,7,3,Overcast,Standard,5.58,0,0,29,5.8
Zone_6,21,0,Rainy,Standard,8.68,0,0,26,20.9
Zone_9,14,6,Rainy,Standard,9.23,0,0,59,23.8
Zone_7,15,3,Clear,Express,7.28,1,0,72,6.2
Zone_3,17,6,Foggy,Standard,24.96,0,0,45,63.3
Zone_3,10,1,Clear,Medical,5.44,0,1,59,42.2
Zone_2,1,1,Clear,Standard,18.31,0,0,35,16.6
Zone_9,9,0,Clear,Express,20.32,1,0,59,35.2
Zone_3,10,5,Clear,Express,4.3,1,0,49,22.0
Zone_5,4,0,Clear,Express,8.71,1,0,25,13.5
Zone_9,20,6,Clear,Standard,1.18,0,0,38,33.5
Zone_8,16,1,Clear,Standard,24.02,0,0,70,11.8
Zone_2,0,3,Clear,Standard,21.22,0,0,28,13.1
Zone_3,13,2,Clear,Standard,8.45,0,0,58,5.2
Zone_2,14,1,Rainy,Standard,6.87,0,0,52,26.1
Zone_8,6,3,Overcast,Standard,15.59,0,0,53,21.7
Zone_6,7,5,Clear,Standard,17.28,0,0,28,5.4
Zone_6,15,1,Clear,Standard,3.35,0,0,70,6.2
Zone_9,12,2,Clear,Standard,1.42,0,0,72,14.3
Zone_8,4,5,Overcast,Standard,6.01,0,0,36,14.5
Zone_4,2,1,Clear,Standard,3.1,0,0,33,10.9
Zone_4,12,1,Rainy,Standard,11.5,0,0,61,15.6
Zone_9,18,2,Clear,Express,13.01,1,0,76,35.3
Zone_1,11,4,Overcast,Standard,15.21,0,0,53,37.5
Zone_2,18,1,Rainy,Medical,22.93,0,1,56,46.2
Zone_2,16,1,Clear,Standard,8.25,0,0,55,8.2
Zone_6,10,1,Rainy,Standard,8.62,0,0,67,32.5
Zone_4,2,0,Clear,Standard,1.58,0,0,24,8.8
Zone_10,1,0,Clear,Standard,10.39,0,0,38,20.6
Zone_3,23,2,Foggy,Standard,8.0,0,0,37,41.4
Zone_3,13,3,Overcast,Express,21.08,1,0,58,13.5
Zone_3,21,5,Clear,Express,22.04,1,0,17,10.9
Zone_6,20,0,Clear,Standard,18.66,0,0,32,19.3
Zone_8,16,2,Overcast,Express,7.15,1,0,77,24.1
Zone_7,1,0,Overcast,Standard,3.17,0,0,33,16.1
Zone_4,17,5,Rainy,Standard,14.48,0,0,52,46.4
Zone_4,22,3,Clear,Standard,23.36,0,0,39,7.9
Zone_10,14,0,Clear,Standard,3.68,0,0,67,19.5
Zone_2,11,4,Clear,Standard,22.2,0,0,56,42.5
Zone_1,15,3,Overcast,Standard,16.58,0,0,50,23.6
Zone_9,15,3,Rainy,Standard,9.04,0,0,80,26.3
Zone_2,6,0,Overcast,Standard,23.86,0,0,22,19.8
Zone_8,5,5,Overcast,Standard,2.65,0,0,38,20.5
Zone_9,13,0,Rainy,Standard,5.34,0,0,62,23.3
Zone_4,7,1,Clear,Standard,12.69,0,0,37,8.0
Zone_8,19,6,Clear,Standard,18.14,0,0,35,48.0
Zone_9,23,1,Rainy,Express,18.64,1,0,54,29.9
Zone_10,18,3,Clear,Standard,5.81,0,0,84,33.0
Zone_10,18,1,Clear,Standard,15.06,0,0,78,29.2
Zone_5,11,1,Clear,Express,17.23,1,0,61,28.3
Zone_7,8,1,Clear,Standard,5.07,0,0,48,35.3
Zone_10,8,5,Clear,Express,13.46,1,0,43,31.6
Zone_4,4,4,Overcast,Standard,6.54,0,0,37,17.2
Zone_1,13,6,Clear,Standard,15.61,0,0,40,8.6
Zone_3,0,1,Clear,Standard,7.16,0,0,30,10.3
Zone_5,2,5,Overcast,Medical,17.01,0,1,22,19.2
Zone_3,10,6,Clear,Express,22.64,1,0,49,26.7
Zone_7,20,1,Rainy,Express,13.71,1,0,41,49.6
Zone_9,3,4,Clear,Standard,7.01,0,0,52,15.6
Zone_6,19,6,Clear,Standard,11.72,0,0,30,31.0
Zone_10,0,0,Clear,Standard,15.81,0,0,46,18.8
Zone_1,5,3,Clear,Medical,9.36,0,1,23,19.3
Zone_7,9,2,Clear,Standard,10.0,0,0,72,35.4
Zone_3,3,0,Clear,Express,20.92,1,0,21,8.9
Zone_5,16,6,Foggy,Standard,18.29,0,0,54,41.2
Zone_10,21,6,Rainy,Standard,22.85,0,0,40,33.8
Zone_4,20,4,Overcast,Standard,0.74,0,0,40,40.7
Zone_10,4,4,Overcast,Medical,11.4,0,1,53,20.0
Zone_5,1,3,Clear,Medical,18.79,0,1,44,13.7
Zone_5,0,1,Clear,Standard,4.58,0,0,39,11.1
Zone_6,15,2,Clear,Standard,4.19,0,0,71,7.7
Zone_10,6,2,Overcast,Standard,17.85,0,0,52,24.4
Zone_10,20,2,Clear,Standard,16.26,0,0,58,34.8
Zone_6,2,0,Clear,Standard,14.45,0,0,30,10.9
Zone_8,13,4,Foggy,Express,24.43,1,0,71,39.1
Zone_8,21,2,Clear,Medical,12.37,0,1,49,17.5
Zone_9,18,5,Foggy,Standard,0.51,0,0,68,50.4
Zone_8,15,6,Rainy,Standard,21.85,0,0,58,14.6
Zone_2,21,2,Foggy,Standard,13.21,0,0,26,47.8
Zone_10,5,6,Clear,Standard,10.63,0,0,46,17.9
Zone_1,23,1,Clear,Standard,18.85,0,0,28,11.1
Zone_10,0,6,Rainy,Express,20.15,1,0,46,29.2
Zone_2,6,0,Clear,Standard,12.4,0,0,18,13.5
Zone_2,10,5,Overcast,Standard,21.12,0,0,45,39.8
Zone_3,17,5,Clear,Standard,24.36,0,0,41,14.1
Zone_10,8,4,Clear,Express,14.75,1,0,53,46.5
Zone_7,21,3,Clear,Standard,4.1,0,0,49,15.9
Zone_2,2,1,Clear,Standard,15.43,0,0,31,18.5
Zone_1,23,1,Clear,Medical,0.73,0,1,30,4.1
Zone_6,22,1,Overcast,Medical,9.53,0,1,41,17.4
Zone_9,7,2,Overcast,Express,3.7,1,0,53,23.9
Zone_3,7,3,Clear,Standard,14.93,0,0,29,3.8
Zone_6,22,0,Clear,Standard,2.76,0,0,27,10.4
Zone_3,0,4,Clear,Standard,4.77,0,0,36,15.0
Zone_1,9,0,Clear,Medical,14.03,0,1,39,24.1
Zone_5,14,5,Clear,Express,8.5,1,0,55,14.2
Zone_10,9,6,Foggy,Medical,0.8,0,1,65,77.0
Zone_4,7,6,Clear,Express,16.56,1,0,27,10.7
Zone_7,20,1,Overcast,Express,22.05,1,0,42,38.8
Zone_6,1,6,Rainy,Express,6.85,1,0,28,19.2
Zone_10,17,3,Clear,Medical,2.91,0,1,78,40.2
Zone_7,1,0,Clear,Standard,9.13,0,0,33,20.8
Zone_5,20,0,Overcast,Standard,21.93,0,0,30,45.6
Zone_4,18,1,Clear,Standard,19.01,0,0,58,21.1
Zone_7,21,5,Clear,Standard,16.66,0,0,33,14.0
Zone_7,8,5,Overcast,Express,7.43,1,0,34,39.5
Zone_6,9,1,Clear,Standard,16.71,0,0,66,22.7
Zone_8,3,0,Clear,Standard,0.32,0,0,36,18.0
Zone_4,20,5,Foggy,Standard,7.42,0,0,28,62.4
Zone_10,0,0,Overcast,Standard,19.31,0,0,44,18.9
Zone_5,10,6,Rainy,Medical,8.85,0,1,49,42.3
Zone_4,21,2,Clear,Standard,1.47,0,0,38,1.6
Zone_1,1,3,Clear,Standard,9.83,0,0,32,14.6
Zone_8,22,1,Clear,Express,0.63,1,0,47,15.9
Zone_1,3,4,Clear,Standard,6.8,0,0,31,14.5
Zone_5,14,4,Foggy,Standard,21.81,0,0,63,36.6
Zone_6,19,6,Rainy,Express,24.9,1,0,28,38.3
Zone_6,12,1,Foggy,Standard,21.61,0,0,70,42.2
Zone_5,0,5,Clear,Medical,21.27,0,1,24,17.3
Zone_3,21,3,Clear,Standard,20.45,0,0,37,8.1
Zone_5,1,6,Rainy,Standard,9.77,0,0,26,32.4
Zone_8,5,5,Clear,Express,12.75,1,0,38,10.9
Zone_2,6,6,Clear,Express,24.82,1,0,17,13.8
Zone_6,18,6,Foggy,Standard,16.49,0,0,59,54.2
Zone_9,3,4,Overcast,Express,6.01,1,0,54,10.6
Zone_8,17,6,Rainy,Standard,21.77,0,0,58,42.8
Zone_8,22,6,Clear,Standard,9.75,0,0,32,9.0
Zone_8,8,6,Clear,Standard,10.62,0,0,37,33.0
Zone_7,20,2,Clear,Standard,23.88,0,0,41,32.2
Zone_8,10,1,Foggy,Express,11.95,1,0,74,53.5
Zone_6,4,4,Rainy,Medical,21.7,0,1,39,20.5
Zone_2,23,4,Clear,Standard,21.8,0,0,29,12.4
Zone_2,0,5,Clear,Standard,5.66,0,0,16,15.9
Zone_8,1,1,Clear,Express,22.49,1,0,51,17.7
Zone_1,22,3,Overcast,Standard,20.92,0,0,24,20.0
Zone_6,2,5,Clear,Standard,14.23,0,0,25,7.8
Zone_6,21,1,Clear,Standard,15.01,0,0,41,4.7
Zone_4,16,0,Overcast,Express,17.74,1,0,50,17.0
Zone_10,23,4,Overcast,Standard,21.05,0,0,59,29.4
Zone_3,1,0,Clear,Standard,10.98,0,0,21,3.2
Zone_3,0,3,Overcast,Medical,0.59,0,1,33,13.1
Zone_1,1,0,Rainy,Standard,17.24,0,0,16,19.5
Zone_3,7,3,Clear,Standard,8.32,0,0,30,11.4
Zone_4,12,1,Rainy,Express,9.44,1,0,60,19.8
Zone_5,13,2,Clear,Standard,1.05,0,0,69,14.3
Zone_3,20,2,Clear,Standard,23.66,0,0,35,35.3
Zone_6,11,1,Clear,Express,18.6,1,0,65,23.6
Zone_5,8,5,Foggy,Standard,0.58,0,0,26,55.3
Zone_3,18,4,Clear,Standard,21.89,0,0,58,25.5
Zone_6,23,3,Clear,Standard,1.77,0,0,46,8.8
Zone_6,19,6,Clear,Standard,13.71,0,0,32,25.4
Zone_8,6,0,Overcast,Standard,1.83,0,0,38,23.3
Zone_2,9,2,Clear,Express,20.12,1,0,51,27.7
Zone_1,23,0,Clear,Standard,13.38,0,0,15,13.0
Zone_4,2,6,Clear,Express,24.54,1,0,23,13.1
Zone_7,18,0,Clear,Standard,2.43,0,0,60,32.9
Zone_10,16,0,Clear,Standard,7.13,0,0,63,17.5
Zone_3,7,5,Clear,Standard,21.09,0,0,19,9.4
Zone_3,17,4,Overcast,Standard,14.09,0,0,57,42.5
Zone_5,6,2,Clear,Standard,11.57,0,0,40,15.3
Zone_5,6,0,Clear,Standard,14.98,0,0,26,12.8
Zone_10,22,0,Clear,Standard,6.95,0,0,44,17.4
Zone_3,19,5,Clear,Standard,10.01,0,0,16,24.8
Zone_9,22,2,Foggy,Medical,7.8,0,1,52,41.7
Zone_4,15,5,Clear,Medical,20.58,0,1,51,7.0
Zone_3,14,0,Foggy,Standard,15.35,0,0,48,29.8
Zone_2,13,3,Clear,Standard,20.3,0,0,51,10.5
Zone_10,15,2,Clear,Standard,12.43,0,0,84,21.3
Zone_9,23,0,Clear,Standard,6.67,0,0,38,21.5
Zone_4,8,4,Clear,Standard,20.26,0,0,36,35.5
Zone_3,22,6,Clear,Standard,8.12,0,0,18,4.8
Zone_7,21,5,Clear,Standard,11.83,0,0,31,12.3
Zone_8,20,3,Clear,Express,11.2,1,0,47,31.2
Zone_2,9,5,Overcast,Standard,3.51,0,0,46,42.9
Zone_7,14,1,Clear,Express,18.72,1,0,73,20.3
Zone_5,22,4,Rainy,Standard,7.89,0,0,36,31.4
Zone_5,9,6,Clear,Standard,8.75,0,0,47,34.3
Zone_3,1,6,Clear,Express,0.49,1,0,17,14.2
Zone_5,4,1,Clear,Express,14.74,1,0,37,12.0
Zone_2,7,1,Clear,Standard,2.26,0,0,26,6.7
Zone_4,5,0,Clear,Standard,23.71,0,0,26,3.1
Zone_6,5,3,Clear,Standard,23.78,0,0,47,10.5
Zone_1,0,6,Clear,Standard,19.86,0,0,10,17.1
Zone_10,15,5,Clear,Medical,19.36,0,1,69,19.2
Zone_4,17,0,Clear,Medical,10.04,0,1,47,32.6
Zone_6,2,4,Rainy,Express,14.48,1,0,42,20.0
Zone_9,6,5,Clear,Express,1.01,1,0,34,17.2
Zone_2,11,6,Foggy,Standard,7.61,0,0,38,55.2
Zone_7,9,1,Foggy,Standard,4.15,0,0,68,64.3
Zone_6,21,0,Overcast,Standard,9.01,0,0,26,17.6
Zone_2,20,4,Clear,Medical,10.39,0,1,30,35.3
Zone_8,9,4,Overcast,Standard,6.56,0,0,75,33.5
Zone_7,22,5,Clear,Standard,23.39,0,0,31,16.3
Zone_5,8,6,Rainy,Standard,4.74,0,0,23,39.6
Zone_5,10,1,Overcast,Express,5.22,1,0,64,38.1
Zone_7,18,5,Clear,Medical,10.02,0,1,55,32.2
Zone_9,7,5,Clear,Standard,8.39,0,0,41,13.9
Zone_9,17,5,Clear,Standard,3.88,0,0,64,27.2
Zone_9,3,0,Clear,Standard,1.47,0,0,38,17.2
Zone_6,1,6,Rainy,Medical,10.39,0,1,34,21.8
Zone_10,12,3,Rainy,Express,11.55,1,0,77,27.6
Zone_6,22,4,Overcast,Standard,9.13,0,0,44,5.2
Zone_3,13,0,Clear,Standard,18.55,0,0,41,10.7
Zone_1,19,6,Clear,Standard,18.96,0,0,16,31.7
Zone_7,21,5,Clear,Standard,5.52,0,0,36,8.5
Zone_4,23,3,Rainy,Standard,4.21,0,0,35,24.4
Zone_1,14,1,Clear,Express,24.96,1,0,53,17.4
Zone_8,12,5,Clear,Standard,17.67,0,0,65,20.2
Zone_6,5,6,Clear,Express,2.39,1,0,28,8.2
Zone_6,19,3,Overcast,Standard,18.73,0,0,46,36.9
Zone_2,5,1,Clear,Standard,21.99,0,0,31,13.5
Zone_1,0,6,Clear,Standard,3.22,0,0,16,10.1
Zone_2,14,5,Clear,Express,11.65,1,0,46,11.8
Zone_4,5,6,Clear,Standard,18.38,0,0,21,12.4
Zone_2,14,4,Clear,Standard,2.14,0,0,59,10.0
Zone_1,14,2,Clear,Standard,5.31,0,0,51,8.0
Zone_7,13,2,Clear,Standard,1.22,0,0,71,14.2
Zone_8,9,4,Clear,Standard,7.59,0,0,73,27.0
Zone_6,7,3,Rainy,Standard,0.97,0,0,44,18.3
Zone_4,3,6,Rainy,Standard,15.25,0,0,19,20.3
Zone_6,21,2,Rainy,Standard,9.71,0,0,47,17.1
Zone_3,5,5,Foggy,Express,24.45,1,0,16,34.7
Zone_8,19,6,Clear,Express,1.55,1,0,31,41.5
Zone_10,23,6,Rainy,Standard,19.18,0,0,41,31.5
Zone_2,20,1,Rainy,Standard,1.63,0,0,35,39.2
Zone_5,16,4,Clear,Express,23.25,1,0,66,15.7
Zone_1,22,0,Rainy,Standard,5.41,0,0,11,24.5
Zone_6,23,2,Overcast,Standard,8.64,0,0,46,6.1
Zone_2,21,3,Rainy,Standard,24.29,0,0,28,27.5
Zone_4,6,4,Clear,Standard,16.56,0,0,40,16.9
Zone_6,11,5,Rainy,Standard,3.15,0,0,52,41.5
Zone_10,22,6,Clear,Standard,20.39,0,0,42,17.5
Zone_8,3,2,Foggy,Medical,0.51,0,1,53,43.0
Zone_8,13,2,Clear,Standard,7.03,0,0,73,9.6
Zone_6,3,4,Clear,Express,11.45,1,0,44,4.0
Zone_4,15,0,Clear,Express,2.28,1,0,49,8.6
Zone_8,0,4,Clear,Express,1.45,1,0,49,20.0
Zone_8,17,0,Clear,Standard,14.14,0,0,62,31.6
Zone_10,18,4,Clear,Standard,0.69,0,0,79,23.6
